,close_price,starting_price,high_price,low_price,trading_volume
20200317110300,240,240,240,240,170
20200317110200,240,240,240,240,14
20200317110100,239,239,239,239,1401
20200317105900,239,239,239,239,100
20200317105500,240,237,240,237,227
20200317105400,237,237,237,237,15183
20200317105300,236,236,236,236,20
20200317105200,236,236,236,236,2000
20200317105100,236,236,236,236,2237
20200317105000,237,238,238,237,7002
20200317104900,239,239,239,239,1341
20200317104800,240,240,240,240,5236
20200317104600,240,241,241,240,5962
20200317104500,240,240,240,240,4044
20200317104400,240,241,241,240,32644
20200317104100,244,242,244,241,9001
20200317104000,243,242,243,242,9501
20200317103900,242,242,244,242,1101
20200317103800,242,243,243,242,5000
20200317103600,245,245,245,245,4373
20200317103500,244,245,245,244,437
20200317103400,244,244,244,244,3563
20200317103300,244,244,244,244,100
20200317103200,243,243,243,243,3834
20200317103100,242,243,243,242,1000
20200317102900,243,243,243,243,601
20200317102800,242,242,242,242,4029
20200317102700,242,242,242,242,1
20200317102500,238,240,240,238,15000
20200317102400,239,239,239,239,5000
20200317102100,240,242,242,240,4000
20200317101900,243,243,243,243,120
20200317101500,242,242,242,242,52
20200317101100,243,243,243,243,1
20200317101000,241,241,241,241,40
20200317100900,243,243,243,243,2000
20200317100600,243,242,243,241,18830
20200317100400,242,241,242,240,10010
20200317100300,242,243,243,242,15
20200317100000,244,244,244,244,17
20200317095900,244,244,244,244,100
20200317095800,244,244,244,244,1840
20200317095700,244,244,244,244,500
20200317095500,244,244,244,244,1000
20200317095400,241,241,241,241,2460
20200317095300,241,240,241,240,11785
20200317095200,239,239,239,239,10867
20200317094600,239,239,239,239,3
20200317094500,239,239,239,239,4184
20200317094400,239,239,239,239,1000
20200317094300,234,234,234,234,9000
20200317094200,238,238,238,238,3000
20200317094100,237,237,238,233,22400
20200317094000,238,239,239,238,5370
20200317093900,240,241,241,240,1525
20200317093800,242,242,242,242,10
20200317093600,245,245,245,245,1
20200317093400,240,242,242,240,15000
20200317093000,248,248,248,248,1
20200317092800,243,243,243,243,1
20200317092700,249,243,249,243,5798
20200317092400,243,245,245,243,13256
20200317092300,249,249,249,249,17
20200317092200,244,244,244,244,970
20200317092100,243,243,243,243,332
20200317092000,244,243,244,243,20
20200317091900,243,250,250,243,13101
20200317091800,244,243,244,243,12900
20200317091600,251,250,251,250,1010
20200317091500,240,240,240,240,4396
20200317091400,240,250,250,240,40604
20200317091300,251,251,251,251,4084
20200317091200,251,250,251,250,2900
20200317091100,251,252,252,247,4294
20200317091000,252,247,252,247,4675
20200317090700,245,245,245,245,603
20200317090600,245,246,246,245,4162
20200317090500,246,246,247,246,13000
20200317090300,246,250,250,246,5000
20200317090200,248,248,248,248,40
20200317090100,248,247,248,247,42
20200317090000,248,250,250,248,8576
20200316153500,255,255,255,255,5003
20200316153000,255,255,255,255,17344
20200316151900,257,258,260,257,12773
20200316151800,258,260,260,258,4549
20200316151700,260,259,260,259,606
20200316151600,258,260,260,258,4248
20200316151500,260,260,260,259,31312
20200316151400,260,266,266,260,41990
20200316151300,266,266,266,266,6309
20200316151200,268,266,268,266,1113
20200316151100,264,266,266,264,1011
20200316151000,262,262,262,262,1
20200316150900,262,262,262,262,2477
20200316150800,263,266,266,263,19259
20200316150500,265,267,267,265,9722
20200316150400,268,268,268,268,408
20200316150300,268,268,268,268,5000
20200316145800,271,268,271,268,3001
20200316145600,269,271,271,269,1946
20200316145500,268,271,271,268,5324
20200316145200,271,271,271,271,500
20200316145000,271,270,271,270,9452
20200316144900,270,270,270,270,5082
20200316144800,270,270,270,270,50
20200316144700,269,269,269,269,17
20200316144600,269,269,269,269,2483
20200316144500,269,269,269,269,500
20200316144400,269,269,269,269,148
20200316144100,269,269,269,269,500
20200316144000,269,271,271,269,13137
20200316143900,271,276,276,271,21802
20200316143800,276,278,278,276,6835
20200316143700,278,278,278,278,1000
20200316143600,278,278,278,278,1000
20200316143400,278,278,278,278,218
20200316143300,278,278,278,278,782
20200316143100,279,278,279,278,646
20200316143000,279,279,279,279,2006
20200316142800,279,279,279,279,1085
20200316142700,279,279,279,279,502
20200316142600,279,280,280,279,9105
20200316142500,280,280,281,280,1006
20200316142400,279,281,281,279,13771
20200316142000,282,282,282,282,1
20200316141800,282,282,282,282,1001
20200316141700,280,280,280,280,4144
20200316141600,280,280,280,280,2
20200316141500,280,280,280,280,1050
20200316141300,280,281,281,280,7128
20200316141000,282,281,282,281,12440
20200316140900,281,281,282,281,2634
20200316140800,281,281,281,281,960
20200316140700,280,280,280,280,80
20200316140500,280,280,280,280,217
20200316140200,280,280,280,280,2
20200316140100,280,280,280,280,6662
20200316140000,282,282,282,282,1
20200316135700,282,282,282,282,15
20200316135300,282,282,282,282,1
20200316135100,282,282,282,281,12153
20200316135000,282,282,282,282,3194
20200316134900,279,279,279,279,194
20200316134700,279,279,279,279,19550
20200316134400,279,279,279,279,1362
20200316134300,278,284,284,278,69743
20200316134200,286,286,286,286,7010
20200316133900,283,283,283,283,2990
20200316133700,283,283,283,283,410
20200316133600,285,285,285,285,1
20200316133500,282,283,283,282,20331
20200316133400,284,284,284,284,1130
20200316133000,285,285,285,285,4200
20200316132900,287,287,287,287,2000
20200316132600,286,286,286,286,20
20200316132500,288,288,288,288,3
20200316132300,289,289,289,289,200
20200316132200,290,283,290,283,19500
20200316132000,284,289,289,284,6001
20200316131800,284,285,285,284,4843
20200316131600,285,286,286,285,12812
20200316131400,289,289,289,289,1
20200316131300,287,287,287,287,2000
20200316131200,287,287,287,287,211
20200316131000,287,287,287,287,417
20200316130900,287,287,287,287,8283
20200316130500,288,288,288,288,1
20200316130200,289,289,289,289,2678
20200316130100,289,289,289,289,34
20200316130000,289,289,289,289,10
20200316125700,289,290,290,289,1683
20200316125100,290,290,290,290,10044
20200316124700,290,290,290,290,110
20200316124500,290,290,290,290,50
20200316124400,290,290,290,290,1
20200316124300,288,288,288,288,26
20200316124200,289,290,290,289,10
20200316124100,290,290,290,290,1000
20200316124000,290,289,290,289,500
20200316123900,288,288,288,288,1629
20200316123700,285,288,288,285,1477
20200316123500,287,287,287,287,10
20200316123200,287,285,287,285,342
20200316123100,285,285,288,285,20386
20200316123000,285,287,287,285,4608
20200316122600,290,290,290,290,100
20200316122500,290,289,290,289,6561
20200316122200,289,288,289,288,2250
20200316122100,285,285,285,285,5000
20200316122000,284,285,285,284,5200
20200316121900,285,289,289,285,8616
20200316121800,290,291,291,290,1984
20200316120600,295,295,295,295,1
20200316120500,290,291,291,290,3000
20200316120200,292,292,292,292,500
20200316115100,293,293,293,285,39138
20200316114900,296,296,296,296,1
20200316114800,293,294,294,293,3000
20200316114700,296,296,296,296,1
20200316114400,295,295,295,295,1669
20200316114000,295,295,295,295,1
20200316113200,297,297,297,297,1
20200316112700,293,296,297,293,602
20200316112500,295,294,295,294,1001
20200316112400,293,292,293,292,5174
20200316112300,292,292,292,292,1065
20200316111600,297,297,297,297,10
20200316111500,291,294,294,291,32571
20200316111400,297,297,297,297,1
20200316111100,294,295,295,294,4000
20200316111000,295,295,295,295,2696
20200316110900,294,294,294,294,3287
20200316110800,294,294,294,294,1310
20200316110700,295,295,295,295,1000
20200316110600,296,296,296,295,1403
20200316110500,296,296,296,296,3600
20200316110400,297,297,297,297,3
20200316110300,297,297,297,297,1002
20200316110200,294,294,294,294,6947
20200316110100,294,295,295,294,2553
20200316105800,297,295,297,294,301
20200316105600,293,297,297,293,16702
20200316105500,299,299,299,299,1
20200316105300,294,297,297,294,21357
20200316105000,300,300,300,300,3
20200316104900,300,300,300,300,5
20200316104800,300,300,300,300,587
20200316104700,300,300,300,300,3334
20200316104400,297,303,303,297,20391
20200316104200,300,300,300,300,152
20200316104100,303,303,303,303,540
20200316103900,303,303,303,303,100
20200316103600,300,300,300,300,48
20200316103500,302,301,302,301,4
20200316103300,300,300,300,300,408
20200316103200,301,301,301,301,1000
20200316102700,304,304,304,304,5
20200316102600,304,304,304,304,1000
20200316101900,304,304,304,304,200
20200316101600,304,304,304,304,1549
20200316101300,304,304,304,304,12812
20200316101200,300,306,306,300,40000
20200316101100,309,309,309,309,9151
20200316100900,309,309,309,309,509
20200316100500,309,309,309,309,600
20200316100300,309,309,309,309,1000
20200316095800,304,304,304,304,152
20200316095600,309,309,309,309,1
20200316095200,304,304,304,304,69
20200316094900,309,305,309,305,1001
20200316094800,305,305,305,305,500
20200316094700,311,311,311,311,1
20200316094600,311,311,311,311,1
20200316094200,306,306,306,306,549
20200316094100,306,305,306,305,19102
20200316093900,305,300,305,295,1110
20200316093800,305,305,305,305,200
20200316093200,305,304,305,304,4200
20200316092900,304,304,304,304,28
20200316092600,304,304,304,304,24
20200316092500,304,304,304,304,6
20200316092100,304,304,304,304,9
20200316091900,303,303,303,303,9
20200316091800,303,303,303,303,3296
20200316091200,294,296,296,294,55004
20200316091000,296,298,305,296,4068
20200316090800,306,306,306,306,1
20200316090700,297,298,298,297,10
20200316090600,297,306,306,297,6153
20200316090500,313,313,313,313,2
20200316090400,315,304,317,304,1010
20200316090300,304,298,304,296,11064
20200316090200,296,304,304,295,12656
20200316090100,304,304,304,304,11156
20200316090000,294,294,294,294,9301
20200313153000,304,304,304,304,890
20200313151900,308,308,308,308,400
20200313151800,308,308,308,308,1
20200313151700,302,302,302,302,2
20200313151600,311,311,311,311,2000
20200313151400,311,311,311,311,1
20200313151300,301,304,304,301,4451
20200313151200,310,306,310,304,6714
20200313150500,304,305,305,304,969
20200313150400,308,308,308,308,265
20200313150300,308,309,309,308,566
20200313150200,309,309,309,309,469
20200313150000,313,313,313,313,2000
20200313145900,313,314,314,313,2031
20200313145700,317,317,317,317,1
20200313144700,317,313,317,303,15052
20200313144600,308,309,309,308,4600
20200313144100,313,310,313,310,4201
20200313144000,310,310,310,310,1
20200313143900,313,312,313,311,1001
20200313143700,311,311,311,311,1307
20200313143500,311,311,311,311,1500
20200313143300,315,311,315,311,21
20200313143200,311,312,312,311,1199
20200313142800,316,316,316,316,1
20200313142700,311,311,311,311,1475
20200313142400,317,311,317,311,1049
20200313142200,317,314,317,311,2973
20200313142100,319,319,319,318,102
20200313142000,319,315,319,315,13825
20200313141900,314,313,314,313,994
20200313141800,313,312,313,312,121
20200313141700,312,311,312,311,5000
20200313141600,311,311,311,311,6777
20200313141500,310,308,310,308,11611
20200313141400,308,307,308,307,15
20200313141300,307,307,307,307,1
20200313141200,307,306,307,306,2266
20200313141100,305,305,305,305,3321
20200313141000,304,304,304,304,980
20200313140800,300,306,306,300,13990
20200313140700,305,305,305,305,300
20200313140600,307,307,307,307,3
20200313140500,307,306,307,306,64
20200313140400,306,306,306,306,2
20200313140300,306,304,306,304,130
20200313140200,303,303,303,303,167
20200313140000,303,303,303,303,3
20200313135900,301,301,301,301,12851
20200313135800,301,301,301,301,11
20200313135700,298,300,301,298,32552
20200313135600,300,300,300,298,3361
20200313135300,298,298,298,298,784
20200313134800,300,301,301,300,2837
20200313134700,300,300,300,300,830
20200313134500,300,300,300,300,17000
20200313134400,299,300,300,299,980
20200313134300,300,300,300,300,11336
20200313134200,300,300,300,300,1666
20200313134100,298,300,300,298,2012
20200313134000,300,298,300,298,6374
20200313133800,300,300,300,298,701
20200313133200,297,297,297,297,498
20200313133100,298,297,298,297,2256
20200313132600,297,297,297,297,20
20200313132500,297,297,297,297,67
20200313132200,297,297,297,297,1
20200313132100,294,297,297,294,2200
20200313131600,297,297,297,297,300
20200313131500,297,297,297,297,600
20200313131000,297,297,297,297,336
20200313130800,297,294,297,294,10001
20200313130400,297,297,297,297,4208
20200313130200,297,297,297,297,1
20200313130100,297,295,297,295,33
20200313125900,294,294,294,294,32
20200313125400,294,294,294,294,500
20200313125200,297,298,298,297,1000
20200313125100,298,299,299,290,4202
20200313125000,300,295,300,295,6000
20200313124900,291,294,294,291,6000
20200313124800,295,295,295,295,990
20200313124700,295,297,297,295,68565
20200313124600,296,297,297,296,10224
20200313124500,297,298,298,297,1310
20200313124400,298,300,300,298,9524
20200313123800,301,302,302,301,1796
20200313123700,301,301,301,301,5
20200313123600,309,309,309,309,173
20200313123400,302,302,302,302,6688
20200313123000,301,302,302,301,30000
20200313122700,301,303,303,301,8528
20200313122300,310,306,310,306,83300
20200313122100,306,306,306,306,2624
20200313122000,307,303,307,303,7278
20200313121800,306,306,306,306,1
20200313121700,305,305,305,305,3278
20200313121400,305,305,305,305,1
20200313121300,302,302,302,302,4
20200313120900,302,302,302,302,813
20200313120800,305,304,305,304,1605
20200313120700,304,303,304,303,8
20200313120200,302,302,302,302,148
20200313120000,304,303,304,303,6
20200313115900,304,304,304,304,3
20200313115800,304,304,304,304,1
20200313115600,304,304,304,304,1
20200313115400,300,302,302,300,5000
20200313115200,304,304,304,304,2000
20200313115100,304,304,304,304,3000
20200313114400,307,305,307,305,261
20200313114300,307,307,307,307,250
20200313114200,307,307,307,307,11
20200313113900,307,304,307,304,21
20200313113800,307,308,308,307,301
20200313113700,301,301,301,301,400
20200313113600,308,308,308,308,1000
20200313113400,308,308,308,308,100
20200313113300,307,300,307,300,101
20200313113200,300,303,303,300,722
20200313112900,308,308,308,308,153
20200313112800,300,300,300,300,9000
20200313112500,309,309,309,309,1
20200313112400,300,302,302,300,3000
20200313112200,309,309,309,309,1
20200313112100,301,301,301,301,497
20200313112000,301,301,301,301,5019
20200313111900,305,305,305,305,4
20200313111800,305,305,305,305,200
20200313111700,309,309,309,309,1000
20200313111400,300,304,304,300,10000
20200313111100,310,307,310,307,1000
20200313110900,305,306,306,305,2706
20200313110600,307,307,307,307,207
20200313110500,307,310,310,307,12209
20200313110400,309,309,309,309,1184
20200313110300,310,311,311,310,3422
20200313105700,310,310,310,310,100
20200313105600,315,315,315,315,1
20200313105500,310,310,310,310,2000
20200313105400,315,315,315,315,1
20200313105100,310,311,311,310,1019
20200313105000,310,311,311,310,1286
20200313104900,316,312,316,311,20001
20200313104800,312,313,313,312,6069
20200313104600,312,317,317,312,14039
20200313104500,317,317,317,317,311
20200313104400,318,318,318,318,701
20200313104300,318,319,319,318,1001
20200313104100,318,318,318,318,5170
20200313104000,319,320,320,319,1108
20200313103900,320,322,322,320,1051
20200313103800,322,321,322,321,5510
20200313103700,322,323,323,322,300
20200313103600,324,324,324,324,18
20200313103500,324,324,324,324,856
20200313103400,325,325,325,325,1
